UID        PID  PPID  C STIME TTY          TIME CMD
ec2-user 17958 17953  0 Mar04 ?        02:16:23 /opt/couchbase/bin/cbq-engine --datastore=http://127.0.0.1:8091 --http=:8093 --configstore=http://127.0.0.1:8091 --enterprise=false --ipv6=false
root     17965 17916  0 Mar04 ?        00:00:08 runsvdir -P /etc/service log: ...........................................................................................................................................................................................................................................................................................................................................................................................................
root     18030 17965  0 Mar04 ?        00:00:00 runsv couchbase-server
ec2-user 18031 18030  0 Mar04 ?        00:10:54 /opt/couchbase/lib/erlang/erts-9.3.3.9/bin/beam.smp -A 16 -sbwt none -- -root /opt/couchbase/lib/erlang -progname erl -- -home /tmp -- -smp enable -kernel error_logger false inetrc "/opt/couchbase/etc/couchbase/hosts.cfg" dist_config_file "/opt/couchbase/var/lib/couchbase/config/dist_cfg" -sasl sasl_error_logger false -hidden -name babysitter_of_ns_1@cb.local -proto_dist cb -epmd_module cb_epmd -ssl_dist_optfile /opt/couchbase/etc/couchbase/ssl_dist_opts -setcookie nocookie -- -kernel global_enable_tracing false -noshell -noinput -run ns_babysitter_bootstrap -- -couch_ini /opt/couchbase/etc/couchdb/default.ini /opt/couchbase/etc/couchdb/default.d/capi.ini /opt/couchbase/etc/couchdb/default.d/geocouch.ini /opt/couchbase/etc/couchdb/local.ini -ns_babysitter cookiefile "/opt/couchbase/var/lib/couchbase/couchbase-server.babysitter.cookie" -ns_babysitter nodefile "/opt/couchbase/var/lib/couchbase/couchbase-server.babysitter.node" -ns_babysitter pidfile "/opt/couchbase/var/lib/couchbase/couchbase-server.pid" -ns_server config_path "/opt/couchbase/etc/couchbase/static_config"
ec2-user 18051 17965  0 Mar04 ?        00:00:05 /opt/couchbase/lib/erlang/erts-9.3.3.9/bin/epmd -daemon
root     18066  3870  0 Mar04 ?        00:00:26 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/b7a3231f18633c6a0bf6347be45988239fa45f942cc91e73a9c44cbb8201fb17 -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
1337     18119 18066  0 Mar04 ?        00:15:12 /usr/local/bin/pilot-agent proxy sidecar --domain persistent.svc.cluster.local --proxyLogLevel=warning --proxyComponentLogLevel=misc:error --log_output_level=default:info --concurrency 2
1337     18181 18119  0 Mar04 ?        02:39:13 /usr/local/bin/envoy -c etc/istio/proxy/envoy-rev0.json --restart-epoch 0 --drain-time-s 45 --drain-strategy immediate --parent-shutdown-time-s 60 --local-address-ip-version v4 --file-flush-interval-msec 1000 --disable-hot-restart --log-format %Y-%m-%dT%T.%fZ?%l?envoy %n?%v -l warning --component-log-level misc:error --concurrency 2
ec2-user 18299 18031  0 Mar04 ?        00:00:00 erl_child_setup 1048576
ec2-user 18377 18299  7 Mar04 ?        1-00:13:51 /opt/couchbase/lib/erlang/erts-9.3.3.9/bin/beam.smp -A 16 -sbt u -P 327680 -K true -swt low -sbwt none -MMmcs 30 -e102400 -- -root /opt/couchbase/lib/erlang -progname erl -- -home /tmp -- -smp enable -setcookie nocookie -kernel error_logger false -sasl sasl_error_logger false -user user_io -run child_erlang child_start ns_bootstrap -- -smp enable -kernel error_logger false inetrc "/opt/couchbase/etc/couchbase/hosts.cfg" dist_config_file "/opt/couchbase/var/lib/couchbase/config/dist_cfg" -proto_dist cb -epmd_module cb_epmd -ssl_dist_optfile /opt/couchbase/etc/couchbase/ssl_dist_opts -kernel global_enable_tracing false -couch_ini /opt/couchbase/etc/couchdb/default.ini /opt/couchbase/etc/couchdb/default.d/capi.ini /opt/couchbase/etc/couchdb/default.d/geocouch.ini /opt/couchbase/etc/couchdb/local.ini
ec2-user 18400 18377  0 Mar04 ?        00:00:00 erl_child_setup 1048576
ec2-user 18477 18400  0 Mar04 ?        00:00:03 sh -s disksup
ec2-user 18479 18400  0 Mar04 ?        00:00:00 /opt/couchbase/lib/erlang/lib/os_mon-2.4.4/priv/bin/cpu_sup
ec2-user 18480 18400  0 Mar04 ?        00:00:14 /opt/couchbase/lib/erlang/lib/os_mon-2.4.4/priv/bin/memsup
ec2-user 18514 18400  0 Mar04 ?        00:38:16 /opt/couchbase/lib/erlang/erts-9.3.3.9/bin/beam.smp -P 327680 -K true -- -root /opt/couchbase/lib/erlang -progname erl -- -home /tmp -- -pa /opt/couchbase/lib/erlang/lib/asn1-5.0.5.2/ebin /opt/couchbase/lib/erlang/lib/compiler-7.1.5.2/ebin /opt/couchbase/lib/erlang/lib/cosEvent-2.2.2/ebin /opt/couchbase/lib/erlang/lib/cosEventDomain-1.2.2/ebin /opt/couchbase/lib/erlang/lib/cosFileTransfer-1.2.2/ebin /opt/couchbase/lib/erlang/lib/cosNotification-1.2.3/ebin /opt/couchbase/lib/erlang/lib/cosProperty-1.2.3/ebin /opt/couchbase/lib/erlang/lib/cosTime-1.2.3/ebin /opt/couchbase/lib/erlang/lib/cosTransactions-1.3.3/ebin /opt/couchbase/lib/erlang/lib/crypto-4.2.2.2/ebin /opt/couchbase/lib/erlang/lib/dialyzer-3.2.4/ebin /opt/couchbase/lib/erlang/lib/diameter-2.1.4.1/ebin /opt/couchbase/lib/erlang/lib/edoc-0.9.2/ebin /opt/couchbase/lib/erlang/lib/eldap-1.2.3.1/ebin /opt/couchbase/lib/erlang/lib/erl_docgen-0.7.3/ebin /opt/couchbase/lib/erlang/lib/erl_interface-3.10.2.1/ebin /opt/couchbase/lib/erlang/lib/erts-9.3.3.9/ebin /opt/couchbase/lib/erlang/lib/eunit-2.3.5/ebin /opt/couchbase/lib/erlang/lib/hipe-3.17.1/ebin /opt/couchbase/lib/erlang/lib/ic-4.4.4.2/ebin /opt/couchbase/lib/erlang/lib/inets-6.5.2.4/ebin /opt/couchbase/lib/erlang/lib/mnesia-4.15.3.2/ebin /opt/couchbase/lib/erlang/lib/orber-3.8.4/ebin /opt/couchbase/lib/erlang/lib/os_mon-2.4.4/ebin /opt/couchbase/lib/erlang/lib/otp_mibs-1.1.2/ebin /opt/couchbase/lib/erlang/lib/parsetools-2.1.6/ebin /opt/couchbase/lib/erlang/lib/public_key-1.5.2/ebin /opt/couchbase/lib/erlang/lib/reltool-0.7.5/ebin /opt/couchbase/lib/erlang/lib/runtime_tools-1.12.5/ebin /opt/couchbase/lib/erlang/lib/sasl-3.1.2/ebin /opt/couchbase/lib/erlang/lib/snmp-5.2.11/ebin /opt/couchbase/lib/erlang/lib/ssh-4.6.9.3/ebin /opt/couchbase/lib/erlang/lib/ssl-8.2.6.4/ebin /opt/couchbase/lib/erlang/lib/syntax_tools-2.1.4.1/ebin /opt/couchbase/lib/erlang/lib/tools-2.11.2/ebin /opt/couchbase/lib/erlang/lib/xmerl-1.3.16.1/ebin /opt/couchbase/lib/couchdb/plugins/gc-couchbase-1.0.0/ebin /opt/couchbase/lib/couchdb/plugins/vtree-0.1.0/ebin /opt/couchbase/lib/couchdb/plugins/wkb-1.2.0/ebin /opt/couchbase/lib/couchdb/erlang/lib/couch-1.2.0a-961ad59-git/ebin /opt/couchbase/lib/couchdb/erlang/lib/couch_audit-1.0.0/ebin /opt/couchbase/lib/couchdb/erlang/lib/couch_dcp-1.0.0/ebin /opt/couchbase/lib/couchdb/erlang/lib/couch_index_merger-1.0.0/ebin /opt/couchbase/lib/couchdb/erlang/lib/couch_set_view-1.0.0/ebin /opt/couchbase/lib/couchdb/erlang/lib/couch_view_parser-1.0/ebin /opt/couchbase/lib/couchdb/erlang/lib/ejson-0.1.0/ebin /opt/couchbase/lib/couchdb/erlang/lib/erlang-oauth/ebin /opt/couchbase/lib/couchdb/erlang/lib/etap/ebin /opt/couchbase/lib/couchdb/erlang/lib/lhttpc-1.3/ebin /opt/couchbase/lib/couchdb/erlang/lib/mapreduce-1.0/ebin /opt/couchbase/lib/couchdb/erlang/lib/mochiweb-1.4.1/ebin /opt/couchbase/lib/couchdb/erlang/lib/snappy-1.0.4/ebin /opt/couchbase/lib/ns_server/erlang/lib/ale/ebin /opt/couchbase/lib/ns_server/erlang/lib/gen_smtp/ebin /opt/couchbase/lib/ns_server/erlang/lib/ns_babysitter/ebin /opt/couchbase/lib/ns_server/erlang/lib/ns_couchdb/ebin /opt/couchbase/lib/ns_server/erlang/lib/ns_server/ebin /opt/couchbase/lib/erlang/lib/stdlib-3.4.5.1/ebin /opt/couchbase/lib/erlang/lib/kernel-5.4.3.2/ebin . -couch_ini /opt/couchbase/etc/couchdb/default.ini /opt/couchbase/etc/couchdb/default.d/capi.ini /opt/couchbase/etc/couchdb/default.d/geocouch.ini /opt/couchbase/etc/couchdb/local.ini -kernel error_logger false -kernel error_logger false inetrc "/opt/couchbase/etc/couchbase/hosts.cfg" dist_config_file "/opt/couchbase/var/lib/couchbase/config/dist_cfg" -kernel global_enable_tracing false -ssl_dist_optfile /opt/couchbase/etc/couchbase/ssl_dist_opts -name couchdb_ns_1@cb.local -smp enable -kernel error_logger false -sasl sasl_error_logger false -nouser -hidden -proto_dist cb -epmd_module cb_epmd -start_epmd false -setcookie nocookie -ns_couchdb cookiefile "/opt/couchbase/var/lib/couchbase/couchbase-server.babysitter.cookie" -run child_erlang child_start ns_couchdb
ec2-user 18530 18514  0 Mar04 ?        00:00:00 erl_child_setup 1048576
ec2-user 18678 18530  0 Mar04 ?        00:00:00 sh -s disksup
ec2-user 18680 18530  0 Mar04 ?        00:00:00 /opt/couchbase/lib/erlang/lib/os_mon-2.4.4/priv/bin/memsup
ec2-user 18681 18530  0 Mar04 ?        00:00:00 /opt/couchbase/lib/erlang/lib/os_mon-2.4.4/priv/bin/cpu_sup
ec2-user 18720 18530  0 Mar04 ?        00:17:03 /opt/couchbase/bin/priv/godu
ec2-user 18725 18400  0 Mar04 ?        00:00:03 sh -s ns_disksup
ec2-user 18726 18400  0 Mar04 ?        00:00:00 /opt/couchbase/bin/priv/godu
ec2-user 18731 18400  0 Mar04 ?        00:00:00 inet_gethost 4
ec2-user 18732 18731  0 Mar04 ?        00:00:00 inet_gethost 4
ec2-user 18740 18299  0 Mar04 ?        00:00:00 /opt/couchbase/bin/saslauthd-port
ec2-user 18750 18400  0 Mar04 ?        00:11:05 portsigar for ns_1@cb.local 41
ec2-user 18759 18299  0 Mar04 ?        00:01:58 /opt/couchbase/bin/goport -graceful-shutdown=false -window-size=524288
ec2-user 18764 18759  0 Mar04 ?        00:34:28 /opt/couchbase/bin/goxdcr -sourceKVAdminPort=8091 -xdcrRestPort=9998 -isEnterprise=false -ipv6=false
ec2-user 18774 18299  4 Mar04 ?        14:12:10 /opt/couchbase/bin/memcached -C /opt/couchbase/var/lib/couchbase/config/memcached.json
ccsadmin 19024 17636  0 08:19 ?        00:00:00 postgres: postgres midpoint ip-127-0-0-6.af-south-1.compute.internal(35037) idle
ccsadmin 19900 17636  0 08:59 ?        00:00:00 postgres: postgres midpoint ip-127-0-0-6.af-south-1.compute.internal(60891) idle
root     20294     2  0 Mar09 ?        00:00:31 [jbd2/nvme5n1-8]
root     20298     2  0 Mar09 ?        00:00:00 [ext4-rsv-conver]
root     20323  3870  0 Mar09 ?        00:00:15 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/7f6c61b930ecaa62666fdc2126333c31fe5c68aeae92d88062f890c4de38f88e -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
root     20369 20323  0 Mar09 ?        00:00:00 /pause
ec2-user 21367 18530  0 Mar04 ?        00:00:00 inet_gethost 4
ec2-user 21368 21367  0 Mar04 ?        00:00:00 inet_gethost 4
root     21477     2  0 09:00 ?        00:00:00 [kworker/u8:2-xf]
root     21536  3870  0 Mar04 ?        00:00:25 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/39e5363ff5b688b6ac7d1c10db46e638f6256d20b0999de11b2fe22ff20182e9 -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
root     21574 21536  0 Mar04 ?        00:00:00 /pause
root     21849  3870  0 Mar09 ?        00:00:17 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/e4ed568b3e300b5e95d88f110c9824bae968e4dc3ef131e53a7332be4c0f017e -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
root     21892 21849  0 Mar09 ?        00:00:11 tini -- /usr/local/bin/startup.sh
root     21925 21892  4 Mar09 ?        08:40:28 /opt/java/openjdk/bin/java -Xms128m --illegal-access=deny -XX:+ExitOnOutOfMemoryError -Dfile.encoding=UTF-8 -classpath /usr/local/zeebe/config:/usr/local/zeebe/lib/* -Dapp.name=broker -Dapp.pid=6 -Dapp.repo=/usr/local/zeebe/lib -Dapp.home=/usr/local/zeebe -Dbasedir=/usr/local/zeebe io.camunda.zeebe.broker.StandaloneBroker
root     21960  3870  0 Mar09 ?        00:00:16 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/0e1a466c5f0ae14c3d5fdc48d45a3b56e23d11465c76380453aad284fa8572ba -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
1337     22009 21960  0 Mar09 ?        00:05:24 /usr/local/bin/pilot-agent proxy sidecar --domain bpmn.svc.cluster.local --proxyLogLevel=warning --proxyComponentLogLevel=misc:error --log_output_level=default:info --concurrency 2
root     22049  3870  0 Mar04 ?        00:00:25 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/3b8dea54bb526b4307324cda343b5f8f51dbfb58be040fa5ee8d5b306e7c1dcc -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
nfsnobo+ 22082 22049  0 Mar04 ?        01:38:51 /bin/node_exporter --path.sysfs=/host/sys --path.rootfs=/host/root --no-collector.wifi --no-collector.hwmon --collector.filesystem.ignored-mount-points=^/(dev|proc|sys|var/lib/docker/.+|var/lib/kubelet/pods/.+)($|/) --collector.netclass.ignored-devices=^(veth.*)$
1337     22086 22009  1 Mar09 ?        01:55:41 /usr/local/bin/envoy -c etc/istio/proxy/envoy-rev0.json --restart-epoch 0 --drain-time-s 45 --drain-strategy immediate --parent-shutdown-time-s 60 --local-address-ip-version v4 --file-flush-interval-msec 1000 --disable-hot-restart --log-format %Y-%m-%dT%T.%fZ?%l?envoy %n?%v -l warning --component-log-level misc:error --concurrency 2
root     22121  3870  0 Mar04 ?        00:00:25 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/481f7787190806c2c4a8c6045091c7a9d166e1647d650712a1b9ee6e89972846 -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
1337     22143 22121  0 Mar04 ?        00:08:04 /usr/local/bin/pilot-agent proxy sidecar --domain monitoring.svc.cluster.local --proxyLogLevel=warning --proxyComponentLogLevel=misc:error --log_output_level=default:info --concurrency 2
1337     22221 22143  0 Mar04 ?        00:35:04 /usr/local/bin/envoy -c etc/istio/proxy/envoy-rev0.json --restart-epoch 0 --drain-time-s 45 --drain-strategy immediate --parent-shutdown-time-s 60 --local-address-ip-version v4 --file-flush-interval-msec 1000 --disable-hot-restart --log-format %Y-%m-%dT%T.%fZ?%l?envoy %n?%v -l warning --component-log-level misc:error --concurrency 2
root     22485     2  0 09:26 ?        00:00:00 [kworker/3:2-eve]
ccsadmin 24609 17636  0 08:21 ?        00:00:00 postgres: postgres midpoint ip-127-0-0-6.af-south-1.compute.internal(56915) idle
root     25098  4771  0 09:27 ?        00:00:00 sshd: ec2-user [priv]
ec2-user 25217 25098  0 09:27 ?        00:00:00 sshd: ec2-user@pts/0
ec2-user 25218 25217  0 09:27 pts/0    00:00:00 -bash
root     25480  3870  0 Mar06 ?        00:00:24 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/2ea18ef33cb8d27506d6a83989c2018bc526d81b625cec5f4c67d926e57fc8dc -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
100      25522 25480  0 Mar06 ?        00:00:00 /pause
root     25814  3870  0 Mar06 ?        00:13:14 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/aae271d97fb3a645f8abe24c3a8ceea488ffbf8a35dfa8f94ee713625c0fe023 -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
100      25845 25814  0 Mar06 ?        00:00:00 /bin/sh -ec cp /vault/config/extraconfig-from-values.hcl /tmp/storageconfig.hcl; [ -n "${HOST_IP}" ] && sed -Ei "s|HOST_IP|${HOST_IP?}|g" /tmp/storageconfig.hcl; [ -n "${POD_IP}" ] && sed -Ei "s|POD_IP|${POD_IP?}|g" /tmp/storageconfig.hcl; [ -n "${HOSTNAME}" ] && sed -Ei "s|HOSTNAME|${HOSTNAME?}|g" /tmp/storageconfig.hcl; [ -n "${API_ADDR}" ] && sed -Ei "s|API_ADDR|${API_ADDR?}|g" /tmp/storageconfig.hcl; [ -n "${TRANSIT_ADDR}" ] && sed -Ei "s|TRANSIT_ADDR|${TRANSIT_ADDR?}|g" /tmp/storageconfig.hcl; [ -n "${RAFT_ADDR}" ] && sed -Ei "s|RAFT_ADDR|${RAFT_ADDR?}|g" /tmp/storageconfig.hcl; /usr/local/bin/docker-entrypoint.sh vault server -config=/tmp/storageconfig.hcl  
100      25881 25845  0 Mar06 ?        00:00:00 /usr/bin/dumb-init /bin/sh /usr/local/bin/docker-entrypoint.sh vault server -config=/tmp/storageconfig.hcl
100      25883 25881  0 Mar06 ?        01:05:34 vault server -config=/tmp/storageconfig.hcl
root     25902  3870  0 Mar06 ?        00:00:24 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/1263488e32c3ab58f8c30577f870ba10fff1fa91bf09f704e26a132c2ad8e616 -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
1337     25950 25902  0 Mar06 ?        00:19:49 /usr/local/bin/pilot-agent proxy sidecar --domain persistent.svc.cluster.local --proxyLogLevel=warning --proxyComponentLogLevel=misc:error --log_output_level=default:info --concurrency 2
root     25963     2  0 Mar04 ?        00:01:58 [jbd2/nvme3n1-8]
root     25965     2  0 Mar04 ?        00:00:00 [ext4-rsv-conver]
root     25982  3870  0 Mar04 ?        00:00:26 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/2ab5b6637541d7878b3f3bef77a03e106a8ff02aa3cca496e65817f010add70c -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
1337     26008 25950  0 Mar06 ?        00:46:38 /usr/local/bin/envoy -c etc/istio/proxy/envoy-rev0.json --restart-epoch 0 --drain-time-s 45 --drain-strategy immediate --parent-shutdown-time-s 60 --local-address-ip-version v4 --file-flush-interval-msec 1000 --disable-hot-restart --log-format %Y-%m-%dT%T.%fZ?%l?envoy %n?%v -l warning --component-log-level misc:error --concurrency 2
ec2-user 26024 25982  0 Mar04 ?        00:00:00 /pause
root     26578  3870  0 Mar04 ?        00:02:13 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/085df5cd95a792e37389516c3a9e1562fc5335062bbfb413ac008bb96d0c6ac3 -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
ec2-user 26605 26578  0 Mar04 ?        00:00:00 /bin/bash ./opensearch-docker-entrypoint.sh opensearch
root     26668  3870  0 Mar04 ?        00:00:27 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/c83ccfab206c042385afb1ed4686543df010d1969bd7899762446513bee36a1a -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
ec2-user 26695 26605  1 Mar04 ?        03:34:59 /usr/share/opensearch/jdk/bin/java -Xshare:auto -Dopensearch.networkaddress.cache.ttl=60 -Dopensearch.networkaddress.cache.negative.ttl=10 -XX:+AlwaysPreTouch -Xss1m -Djava.awt.headless=true -Dfile.encoding=UTF-8 -Djna.nosys=true -XX:-OmitStackTraceInFastThrow -XX:+ShowCodeDetailsInExceptionMessages -Dio.netty.noUnsafe=true -Dio.netty.noKeySetOptimization=true -Dio.netty.recycler.maxCapacityPerThread=0 -Dio.netty.allocator.numDirectArenas=0 -Dlog4j.shutdownHookEnabled=false -Dlog4j2.disable.jmx=true -Djava.locale.providers=SPI,COMPAT -Xms1g -Xmx1g -XX:+UseG1GC -XX:G1ReservePercent=25 -XX:InitiatingHeapOccupancyPercent=30 -Djava.io.tmpdir=/tmp/opensearch-15066586741840593572 -XX:+HeapDumpOnOutOfMemoryError -XX:HeapDumpPath=data -XX:ErrorFile=logs/hs_err_pid%p.log -Xlog:gc*,gc+age=trace,safepoint:file=logs/gc.log:utctime,pid,tags:filecount=32,filesize=64m -Dclk.tck=100 -Djdk.attach.allowAttachSelf=true -Djava.security.policy=/usr/share/opensearch/plugins/opensearch-performance-analyzer/pa_config/opensearch_security.policy -Dopensearch.cgroups.hierarchy.override=/ -Xmx512M -Xms512M -XX:MaxDirectMemorySize=268435456 -Dopensearch.path.home=/usr/share/opensearch -Dopensearch.path.conf=/usr/share/opensearch/config -Dopensearch.distribution.type=tar -Dopensearch.bundled_jdk=true -cp /usr/share/opensearch/lib/* org.opensearch.bootstrap.OpenSearch -Ecluster.initial_master_nodes=opensearch-cluster-master-0,opensearch-cluster-master-1,opensearch-cluster-master-2, -Ecluster.name=opensearch-cluster -Ediscovery.seed_hosts=opensearch-cluster-master-headless -Enode.roles=master,ingest,data,remote_cluster_client, -Enode.name=opensearch-cluster-master-0 -Enetwork.host=0.0.0.0
ec2-user 26696 26605  0 Mar04 ?        00:00:00 /bin/sh /usr/share/opensearch/bin/performance-analyzer-agent-cli
ec2-user 26698 26696  0 Mar04 ?        02:37:32 /usr/share/opensearch/jdk/bin/java -Xshare:auto -Xms4m -Xmx64m -XX:+UseSerialGC -Dlog4j.configurationFile=/usr/share/opensearch/plugins/opensearch-performance-analyzer/pa_config/log4j2.xml -Xms64M -Xmx64M -XX:+UseSerialGC -XX:CICompilerCount=1 -XX:-TieredCompilation -XX:InitialCodeCacheSize=4096 -XX:InitialBootClassLoaderMetaspaceSize=30720 -XX:MaxRAM=400m -Dopensearch.path.home=/usr/share/opensearch -Dopensearch.path.conf=/usr/share/opensearch/config -Dopensearch.distribution.type=tar -cp /usr/share/opensearch/lib/*:/usr/share/opensearch/performance-analyzer-rca/lib/* org.opensearch.performanceanalyzer.PerformanceAnalyzerApp
1337     26741 26668  0 Mar04 ?        00:12:37 /usr/local/bin/pilot-agent proxy sidecar --domain logging.svc.cluster.local --proxyLogLevel=warning --proxyComponentLogLevel=misc:error --log_output_level=default:info --concurrency 2
1337     26826 26741  0 Mar04 ?        01:32:00 /usr/local/bin/envoy -c etc/istio/proxy/envoy-rev0.json --restart-epoch 0 --drain-time-s 45 --drain-strategy immediate --parent-shutdown-time-s 60 --local-address-ip-version v4 --file-flush-interval-msec 1000 --disable-hot-restart --log-format %Y-%m-%dT%T.%fZ?%l?envoy %n?%v -l warning --component-log-level misc:error --concurrency 2
root     27794     2  0 08:10 ?        00:00:00 [kworker/0:2-cgr]
ccsadmin 28438 17636  0 08:49 ?        00:00:00 postgres: postgres midpoint 127.0.0.6(51013) idle
ccsadmin 29085 17636  0 09:29 ?        00:00:00 postgres: postgres midpoint 127.0.0.6(51995) idle
ccsadmin 30350 17636  0 08:11 ?        00:00:00 postgres: postgres midpoint 127.0.0.6(55785) idle
ccsadmin 30730 17636  0 07:45 ?        00:00:00 postgres: postgres midpoint 127.0.0.6(36331) idle
root     30777     2  0 09:30 ?        00:00:00 [kworker/0:1-cgr]
root     30778     2  0 09:30 ?        00:00:00 [kworker/0:3-cgr]
root     31630 25218  0 09:30 pts/0    00:00:00 sudo ps -aef
root     31631 31630  0 09:30 pts/0    00:00:00 ps -aef
root     31999  3870  0 Mar06 ?        00:00:23 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/06da18f3037a5e2fa23468cd43a12b08e0d3b2cd214f0870cac3534d980adad5 -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
100      32042 31999  0 Mar06 ?        00:00:00 /pause
root     32623     2  0 05:21 ?        00:00:00 [kworker/3:0-eve]
root     32674     2  0 Mar06 ?        00:00:11 [jbd2/nvme2n1-8]
root     32676     2  0 Mar06 ?        00:00:00 [ext4-rsv-conver]
root     32692  3870  0 Mar06 ?        00:00:24 containerd-shim -namespace moby -workdir /var/lib/containerd/io.containerd.runtime.v1.linux/moby/48c60977ba387c4ee4ed0d376dfac911d3522c03c3273de02bb4f6370d37c531 -address /run/containerd/containerd.sock -containerd-binary /usr/bin/containerd -runtime-root /var/run/docker/runtime-runc
100      32728 32692  0 Mar06 ?        00:00:00 /pause
